Tell me how to cook this,get_recipe
You know how this is cooked?,get_recipe
Give me the recipe for this,get_recipe
Watson, look for this recipe for this,get_recipe
You know how to cook this,get_recipe
Find me this,get_recipe
What if today like this,get_recipe
What do you think about cooking this,get_recipe
look at,get_recipe
How cook,get_recipe
how can I do this?,get_recipe
Do you know how to cook this?,get_recipe
Do you know what this is?,get_recipe
I have seen this dish in instagram,get_recipe
this dish,get_recipe
Look how good it looks!,get_recipe
I would love to eat this, look,get_recipe
what this,get_recipe
I have seen this dish,get_recipe
I see this,get_recipe
Look at this picture,get_recipe
I send you a photo,get_recipe
